"Game Date","DOW","Home Team","Score","Away Team","Score",".","Att."
10/12/01,"Fri.","Columbus",1,"Montreal",3,,18136
10/12/01,"Fri.","Detroit",4,"Buffalo",2,,20058
10/13/01,"Sat.","San Jose",3,"Boston",2,,17496
10/13/01,"Sat.","Los Angeles",0,"Tampa Bay",1,,17114
10/13/01,"Sat.","Phoenix",5,"Washington",2,,15330
10/13/01,"Sat.","Vancouver",4,"Colorado",0,,18422
10/13/01,"Sat.","Nashville",3,"Edmonton",4,,13117
10/13/01,"Sat.","Dallas",3,"Calgary",4,"OT",18532
10/13/01,"Sat.","Florida",2,"Philadelphia",5,,16547
10/13/01,"Sat.","Atlanta",2,"Carolina",5,,18545
10/13/01,"Sat.","NY Islanders",4,"Detroit",5,"OT",16234
10/13/01,"Sat.","Ottawa",2,"NY Rangers",2,"OT",17103
10/13/01,"Sat.","Montreal",3,"New Jersey",1,,19393
10/13/01,"Sat.","Toronto",2,"St. Louis",5,,19130
10/14/01,"Sun.","Anaheim",2,"Tampa Bay",3,,9579
10/14/01,"Sun.","Minnesota",3,"Edmonton",3,"OT",18064
10/14/01,"Sun.","Chicago",2,"Columbus",2,"OT",10216
10/14/01,"Sun.","Buffalo",4,"Pittsburgh",1,,15815
10/15/01,"Mon.","Montreal",1,"NY Rangers",2,,18910
10/16/01,"Tue.","Los Angeles",2,"Washington",3,"OT",13492
10/16/01,"Tue.","Phoenix",1,"Boston",1,"OT",10142
10/16/01,"Tue.","Vancouver",2,"Florida",2,"OT",16859
10/16/01,"Tue.","Edmonton",1,"Toronto",4,,16839
10/16/01,"Tue.","Colorado",2,"Tampa Bay",1,,18007
10/16/01,"Tue.","Minnesota",3,"San Jose",3,"OT",18064
10/16/01,"Tue.","Detroit",4,"Columbus",3,,20058
10/16/01,"Tue.","Atlanta",3,"Philadelphia",3,"OT",11616
10/16/01,"Tue.","Pittsburgh",5,"Ottawa",2,,14907
10/16/01,"Tue.","Buffalo",3,"Nashville",3,"OT",15986
10/17/01,"Wed.","Anaheim",2,"Boston",2,"OT",10348
10/17/01,"Wed.","St. Louis",2,"Dallas",2,"OT",18764
10/17/01,"Wed.","Carolina",0,"NY Islanders",4,,12237
10/17/01,"Wed.","NY Rangers",4,"New Jersey",3,"OT",18200
10/18/01,"Thu.","Los Angeles",4,"Anaheim",1,,13916
10/18/01,"Thu.","Vancouver",5,"Toronto",6,,18422
10/18/01,"Thu.","Calgary",3,"Florida",1,,15093
10/18/01,"Thu.","Colorado",1,"Edmonton",4,,18007
10/18/01,"Thu.","Nashville",3,"Chicago",5,,13721
10/18/01,"Thu.","Dallas",3,"Phoenix",1,,18532
10/18/01,"Thu.","Detroit",3,"Philadelphia",2,,20058
10/18/01,"Thu.","NY Islanders",2,"Carolina",1,"OT",9647
10/18/01,"Thu.","New Jersey",6,"San Jose",1,,14028
10/18/01,"Thu.","Ottawa",0,"Pittsburgh",3,,15521
10/19/01,"Fri.","Minnesota",2,"St. Louis",3,"OT",18568
10/19/01,"Fri.","Atlanta",3,"NY Rangers",4,,14011
10/19/01,"Fri.","Washington",4,"Montreal",1,,18222
10/19/01,"Fri.","Buffalo",1,"Columbus",3,,18690
10/20/01,"Sat.","Phoenix",5,"Vancouver",2,,10372
10/20/01,"Sat.","Edmonton",6,"Florida",2,,16839
10/20/01,"Sat.","Calgary",4,"Toronto",1,,17279
10/20/01,"Sat.","Nashville",1,"Boston",2,,13330
10/20/01,"Sat.","Dallas",2,"Chicago",2,"OT",18532
10/20/01,"Sat.","St. Louis",2,"Pittsburgh",1,"OT",18854
10/20/01,"Sat.","Columbus",0,"Colorado",5,,18136
10/20/01,"Sat.","Detroit",3,"Los Angeles",2,,20058
10/20/01,"Sat.","Tampa Bay",5,"NY Rangers",2,,19056
10/20/01,"Sat.","Carolina",2,"Atlanta",1,"OT",14219
10/20/01,"Sat.","Philadelphia",6,"Washington",3,,19591
10/20/01,"Sat.","NY Islanders",2,"San Jose",2,"OT",16234
10/20/01,"Sat.","New Jersey",3,"Ottawa",2,,15124
10/20/01,"Sat.","Montreal",1,"Buffalo",3,,19067
10/21/01,"Sun.","Anaheim",3,"Vancouver",1,,10435
10/21/01,"Sun.","Chicago",4,"Colorado",2,,13466
10/22/01,"Mon.","Edmonton",2,"Nashville",4,,15281
10/22/01,"Mon.","St. Louis",2,"Calgary",3,,19231
10/22/01,"Mon.","NY Rangers",1,"San Jose",5,,17975
10/23/01,"Tue.","Vancouver",4,"Nashville",2,,14403
10/23/01,"Tue.","Colorado",5,"Carolina",1,,18007
10/23/01,"Tue.","Chicago",6,"Calgary",3,,10276
10/23/01,"Tue.","Columbus",1,"Los Angeles",7,,18136
10/23/01,"Tue.","Tampa Bay",1,"Washington",1,"OT",13119
10/23/01,"Tue.","Atlanta",2,"Pittsburgh",4,,13281
10/23/01,"Tue.","Ottawa",1,"New Jersey",2,,15107
10/23/01,"Tue.","Toronto",2,"Boston",0,,19174
10/23/01,"Tue.","Buffalo",4,"San Jose",1,,17653
10/24/01,"Wed.","Phoenix",2,"Anaheim",3,"OT",9885
10/24/01,"Wed.","Minnesota",3,"Carolina",7,,18064
10/24/01,"Wed.","Detroit",4,"Edmonton",1,,20058
10/24/01,"Wed.","Florida",3,"Washington",4,"OT",14064
10/24/01,"Wed.","Pittsburgh",3,"Dallas",2,,16958
10/25/01,"Thu.","Calgary",4,"Nashville",5,"OT",12750
10/25/01,"Thu.","Colorado",4,"Vancouver",1,,18007
10/25/01,"Thu.","St. Louis",5,"NY Rangers",1,,16912
10/25/01,"Thu.","Chicago",4,"San Jose",2,,10712
10/25/01,"Thu.","Columbus",2,"Edmonton",5,,18136
10/25/01,"Thu.","Tampa Bay",3,"Los Angeles",0,,12957
10/25/01,"Thu.","Philadelphia",2,"Ottawa",7,,19534
10/25/01,"Thu.","Boston",2,"Toronto",1,"OT",13604
10/26/01,"Fri.","Detroit",3,"Dallas",5,,20058
10/26/01,"Fri.","Florida",3,"Los Angeles",2,,18093
10/26/01,"Fri.","Atlanta",1,"Washington",0,,16560
10/26/01,"Fri.","Carolina",2,"NY Islanders",3,"OT",18730
10/26/01,"Fri.","Buffalo",2,"Montreal",5,,17493
10/27/01,"Sat.","San Jose",2,"Columbus",0,,17496
10/27/01,"Sat.","Phoenix",1,"Colorado",0,,13168
10/27/01,"Sat.","Edmonton",3,"Vancouver",2,,16839
10/27/01,"Sat.","Calgary",4,"Minnesota",2,,14088
10/27/01,"Sat.","Nashville",0,"Detroit",1,,17113
10/27/01,"Sat.","Atlanta",4,"Tampa Bay",3,,14569
10/27/01,"Sat.","New Jersey",3,"Buffalo",1,,15446
10/27/01,"Sat.","Ottawa",4,"St. Louis",1,,16119
10/27/01,"Sat.","Montreal",1,"Philadelphia",5,,19710
10/27/01,"Sat.","Toronto",4,"Pittsburgh",0,,19166
10/27/01,"Sat.","Boston",1,"NY Rangers",2,"OT",16491
10/28/01,"Sun.","Anaheim",2,"Colorado",3,,14655
10/28/01,"Sun.","Chicago",3,"Boston",3,"OT",12146
10/28/01,"Sun.","Carolina",3,"Los Angeles",2,"OT",14355
10/28/01,"Sun.","Pittsburgh",2,"Florida",2,"OT",16449
10/28/01,"Sun.","NY Islanders",3,"Dallas",2,"OT",15213
10/29/01,"Mon.","NY Rangers",4,"Dallas",2,,17585
10/30/01,"Tue.","Vancouver",3,"Columbus",1,,14615
10/30/01,"Tue.","Edmonton",3,"Montreal",1,,16367
10/30/01,"Tue.","Nashville",2,"Minnesota",4,,12522
10/30/01,"Tue.","Chicago",5,"Los Angeles",1,,10135
10/30/01,"Tue.","Atlanta",3,"Ottawa",6,,11548
10/30/01,"Tue.","Carolina",2,"Detroit",5,,18730
10/30/01,"Tue.","Washington",0,"Philadelphia",3,,18157
10/30/01,"Tue.","NY Islanders",3,"Florida",2,,9271
10/30/01,"Tue.","Toronto",3,"Tampa Bay",2,,19061
10/30/01,"Tue.","Buffalo",2,"Phoenix",3,,18690
10/30/01,"Tue.","Boston",3,"New Jersey",4,"OT",12342
10/31/01,"Wed.","Anaheim",2,"San Jose",4,,9273
10/31/01,"Wed.","Colorado",0,"St. Louis",1,,18007
10/31/01,"Wed.","Minnesota",4,"Nashville",6,,18064
10/31/01,"Wed.","Dallas",3,"Detroit",4,"OT",18532
10/31/01,"Wed.","Philadelphia",3,"Pittsburgh",0,,19365
10/31/01,"Wed.","NY Rangers",1,"Florida",3,,17114
11/01/01,"Thu.","San Jose",5,"Atlanta",2,,17214
11/01/01,"Thu.","Los Angeles",2,"Chicago",3,,15857
11/01/01,"Thu.","Vancouver",4,"Montreal",0,,17012
11/01/01,"Thu.","Calgary",2,"Columbus",1,,12501
11/01/01,"Thu.","St. Louis",4,"Carolina",3,,16970
11/01/01,"Thu.","Pittsburgh",3,"Toronto",1,,14763
11/01/01,"Thu.","New Jersey",5,"Phoenix",2,,12467
11/02/01,"Fri.","Anaheim",5,"Chicago",2,,12893
11/02/01,"Fri.","Edmonton",1,"Columbus",2,,15944
11/02/01,"Fri.","Minnesota",4,"Colorado",2,,19014
11/02/01,"Fri.","Dallas",3,"Nashville",0,,18532
11/02/01,"Fri.","Detroit",2,"NY Islanders",1,,20058
11/02/01,"Fri.","Carolina",3,"NY Rangers",2,,18730
11/02/01,"Fri.","Washington",2,"Phoenix",2,"OT",17027
11/02/01,"Fri.","Buffalo",4,"Tampa Bay",1,,16104
11/03/01,"Sat.","San Jose",5,"Vancouver",1,,17496
11/03/01,"Sat.","Los Angeles",4,"Atlanta",1,,14278
11/03/01,"Sat.","Calgary",6,"Montreal",2,,16015
11/03/01,"Sat.","Nashville",4,"Dallas",1,,16521
11/03/01,"Sat.","St. Louis",4,"Washington",1,,19517
11/03/01,"Sat.","Florida",3,"NY Rangers",5,,18238
11/03/01,"Sat.","Pittsburgh",2,"Tampa Bay",1,"OT",17148
11/03/01,"Sat.","Philadelphia",1,"NY Islanders",2,,19670
11/03/01,"Sat.","New Jersey",1,"Boston",2,,15138
11/03/01,"Sat.","Ottawa",3,"Buffalo",0,,15942
11/03/01,"Sat.","Toronto",4,"Colorado",1,,19329
11/04/01,"Sun.","Anaheim",5,"Atlanta",0,,9876
11/04/01,"Sun.","Minnesota",0,"Edmonton",2,,18064
11/04/01,"Sun.","Chicago",5,"Detroit",4,,20989
11/04/01,"Sun.","Carolina",1,"Phoenix",0,"OT",12599
11/06/01,"Tue.","St. Louis",1,"San Jose",4,,18122
11/06/01,"Tue.","Chicago",2,"Philadelphia",1,,13345
11/06/01,"Tue.","Columbus",2,"Vancouver",3,,18136
11/06/01,"Tue.","Carolina",2,"Pittsburgh",2,"OT",15938
11/06/01,"Tue.","NY Rangers",3,"Minnesota",1,,17454
11/06/01,"Tue.","NY Islanders",3,"Tampa Bay",0,,10316
11/06/01,"Tue.","Montreal",1,"Colorado",1,"OT",19935
11/06/01,"Tue.","Toronto",4,"Washington",2,,19215
11/06/01,"Tue.","Boston",1,"Edmonton",0,"OT",12134
11/07/01,"Wed.","Anaheim",3,"Calgary",3,"OT",9639
11/07/01,"Wed.","Phoenix",1,"Detroit",3,,15023
11/07/01,"Wed.","Dallas",2,"San Jose",2,"OT",18532
11/07/01,"Wed.","Florida",2,"Pittsburgh",0,,16164
11/07/01,"Wed.","New Jersey",3,"Atlanta",2,,12448
11/08/01,"Thu.","Los Angeles",2,"Calgary",3,,14459
11/08/01,"Thu.","St. Louis",3,"Vancouver",1,,18674
11/08/01,"Thu.","Tampa Bay",1,"Philadelphia",2,,17217
11/08/01,"Thu.","Washington",2,"Carolina",3,,15372
11/08/01,"Thu.","NY Islanders",2,"NY Rangers",6,,16234
11/08/01,"Thu.","Ottawa",1,"Colorado",0,,17752
11/08/01,"Thu.","Montreal",3,"Nashville",1,,18696
11/08/01,"Thu.","Buffalo",8,"Atlanta",0,,13249
11/08/01,"Thu.","Boston",3,"Minnesota",5,,12235
11/09/01,"Fri.","Anaheim",0,"Detroit",1,,17174
11/09/01,"Fri.","Dallas",1,"Phoenix",5,,18532
11/09/01,"Fri.","Chicago",3,"Vancouver",1,,15325
11/09/01,"Fri.","Columbus",0,"Edmonton",3,,18136
11/09/01,"Fri.","Carolina",3,"San Jose",2,,17387
11/09/01,"Fri.","New Jersey",3,"Toronto",2,"OT",17202
11/10/01,"Sat.","Los Angeles",3,"Detroit",2,"OT",18385
11/10/01,"Sat.","Calgary",2,"Colorado",0,,17409
11/10/01,"Sat.","St. Louis",4,"Phoenix",1,,18647
11/10/01,"Sat.","Florida",2,"Philadelphia",3,"OT",17977
11/10/01,"Sat.","Tampa Bay",3,"Pittsburgh",2,"OT",18812
11/10/01,"Sat.","Washington",3,"Atlanta",0,,17636
11/10/01,"Sat.","Ottawa",3,"Nashville",2,,16895
11/10/01,"Sat.","Montreal",3,"NY Islanders",2,,19967
11/10/01,"Sat.","Toronto",1,"New Jersey",1,"OT",19262
11/10/01,"Sat.","Buffalo",2,"NY Rangers",4,,17529
11/10/01,"Sat.","Boston",1,"Columbus",5,,14945
11/11/01,"Sun.","Anaheim",2,"Dallas",2,"OT",11918
11/11/01,"Sun.","Minnesota",0,"Vancouver",5,,18568
11/11/01,"Sun.","Chicago",3,"San Jose",2,"OT",12729
11/11/01,"Sun.","Carolina",1,"Edmonton",1,"OT",12390
11/11/01,"Sun.","NY Rangers",3,"Montreal",2,"OT",18200
11/12/01,"Mon.","Florida",3,"Buffalo",5,,13392
11/13/01,"Tue.","Phoenix",4,"Edmonton",5,"OT",10512
11/13/01,"Tue.","Vancouver",3,"Chicago",2,,16948
11/13/01,"Tue.","Minnesota",4,"Atlanta",2,,18064
11/13/01,"Tue.","Nashville",4,"Buffalo",1,,13107
11/13/01,"Tue.","Columbus",3,"St. Louis",2,"OT",18136
11/13/01,"Tue.","Detroit",4,"Carolina",3,,20058
11/13/01,"Tue.","Washington",5,"Ottawa",11,,15023
11/13/01,"Tue.","New Jersey",1,"Pittsburgh",5,,12480
11/13/01,"Tue.","Boston",5,"Montreal",3,,12415
11/14/01,"Wed.","Anaheim",2,"San Jose",4,,9852
11/14/01,"Wed.","Colorado",1,"Minnesota",0,,18007
11/14/01,"Wed.","Florida",2,"Toronto",3,,15374
11/14/01,"Wed.","Pittsburgh",3,"NY Islanders",3,"OT",15466
11/14/01,"Wed.","NY Rangers",4,"Philadelphia",2,,18200
11/15/01,"Thu.","Los Angeles",3,"Dallas",4,,14584
11/15/01,"Thu.","Phoenix",5,"San Jose",3,,10032
11/15/01,"Thu.","Vancouver",2,"St. Louis",1,,16747
11/15/01,"Thu.","Calgary",2,"Chicago",2,"OT",16226
11/15/01,"Thu.","Tampa Bay",2,"Toronto",3,,14842
11/15/01,"Thu.","Philadelphia",5,"Washington",0,,19532
11/15/01,"Thu.","Ottawa",1,"Carolina",1,"OT",14117
11/15/01,"Thu.","Boston",5,"New Jersey",4,"OT",13164
11/16/01,"Fri.","Edmonton",7,"Chicago",1,,16839
11/16/01,"Fri.","Colorado",1,"NY Islanders",0,,18007
11/16/01,"Fri.","Columbus",3,"Anaheim",2,,18136
11/16/01,"Fri.","Detroit",8,"Minnesota",3,,20058
11/16/01,"Fri.","Atlanta",4,"Nashville",4,"OT",14812
11/16/01,"Fri.","Buffalo",0,"Florida",2,,17568
11/17/01,"Sat.","San Jose",2,"Dallas",3,"OT",17496
11/17/01,"Sat.","Phoenix",6,"NY Islanders",1,,15993
11/17/01,"Sat.","Vancouver",2,"Edmonton",2,"OT",18422
11/17/01,"Sat.","Calgary",2,"St. Louis",0,,16241
11/17/01,"Sat.","Nashville",3,"Columbus",2,,14243
11/17/01,"Sat.","Detroit",4,"Los Angeles",2,,20058
11/17/01,"Sat.","Tampa Bay",2,"Carolina",0,,19758
11/17/01,"Sat.","Washington",4,"Anaheim",1,,17298
11/17/01,"Sat.","Pittsburgh",1,"NY Rangers",0,"OT",17027
11/17/01,"Sat.","New Jersey",1,"Philadelphia",3,,18031
11/17/01,"Sat.","Ottawa",2,"Toronto",1,"OT",18500
11/17/01,"Sat.","Montreal",1,"Florida",0,"OT",19923
11/17/01,"Sat.","Boston",3,"Buffalo",1,,15765
11/18/01,"Sun.","Minnesota",2,"Los Angeles",2,"OT",18064
11/18/01,"Sun.","NY Rangers",6,"Atlanta",2,,17590
11/18/01,"Sun.","New Jersey",0,"Colorado",2,,17276
11/19/01,"Mon.","Dallas",2,"NY Islanders",3,,18532
11/19/01,"Mon.","Atlanta",3,"Buffalo",2,,11146
11/19/01,"Mon.","Carolina",5,"Columbus",2,,12479
11/19/01,"Mon.","Toronto",5,"Florida",1,,19219
11/20/01,"Tue.","Phoenix",2,"Minnesota",1,"OT",10480
11/20/01,"Tue.","Edmonton",2,"St. Louis",0,,16839
11/20/01,"Tue.","Calgary",5,"Los Angeles",5,"OT",14550
11/20/01,"Tue.","Detroit",6,"Nashville",3,,20058
11/20/01,"Tue.","Tampa Bay",3,"Anaheim",2,,15012
11/20/01,"Tue.","Philadelphia",3,"New Jersey",3,"OT",19702
11/20/01,"Tue.","NY Rangers",5,"Colorado",3,,18200
11/20/01,"Tue.","Ottawa",3,"Vancouver",0,,15547
11/20/01,"Tue.","Montreal",3,"Boston",2,,18865
11/21/01,"Wed.","San Jose",0,"Minnesota",2,,17496
11/21/01,"Wed.","Nashville",4,"Chicago",3,,13117
11/21/01,"Wed.","Dallas",4,"Carolina",4,"OT",18532
11/21/01,"Wed.","Columbus",0,"Detroit",1,"OT",18136
11/21/01,"Wed.","Florida",6,"Anaheim",0,,15232
11/21/01,"Wed.","Washington",3,"Tampa Bay",2,,16020
11/21/01,"Wed.","Pittsburgh",1,"Vancouver",4,,16980
11/21/01,"Wed.","NY Islanders",5,"Colorado",4,,16234
11/21/01,"Wed.","Buffalo",4,"Toronto",2,,18017
11/22/01,"Thu.","Edmonton",2,"Los Angeles",4,,16434
11/22/01,"Thu.","Atlanta",2,"Montreal",5,,11739
11/22/01,"Thu.","Ottawa",4,"Calgary",4,"OT",16839
11/23/01,"Fri.","Minnesota",5,"Phoenix",2,,18568
11/23/01,"Fri.","Nashville",5,"Pittsburgh",0,,16717
11/23/01,"Fri.","Dallas",3,"Philadelphia",3,"OT",18532
11/23/01,"Fri.","Columbus",2,"Chicago",2,"OT",18136
11/23/01,"Fri.","Detroit",3,"St. Louis",1,,20058
11/23/01,"Fri.","Tampa Bay",2,"New Jersey",0,,17572
11/23/01,"Fri.","Washington",6,"NY Rangers",2,,18672
11/23/01,"Fri.","NY Islanders",3,"Toronto",1,,15541
11/23/01,"Fri.","Buffalo",5,"Calgary",2,,16703
11/23/01,"Fri.","Boston",3,"Vancouver",2,,15525
11/24/01,"Sat.","Los Angeles",3,"San Jose",1,,18118
11/24/01,"Sat.","Colorado",2,"Edmonton",0,,18007
11/24/01,"Sat.","St. Louis",5,"Phoenix",3,,19916
11/24/01,"Sat.","Florida",1,"New Jersey",5,,18875
11/24/01,"Sat.","Pittsburgh",3,"Buffalo",1,,16958
11/24/01,"Sat.","NY Islanders",5,"Anaheim",3,,16234
11/24/01,"Sat.","Ottawa",3,"Atlanta",6,,15839
11/24/01,"Sat.","Montreal",5,"Washington",3,,21273
11/24/01,"Sat.","Toronto",2,"Boston",0,,19295
11/25/01,"Sun.","Minnesota",3,"Dallas",4,,19042
11/25/01,"Sun.","Columbus",4,"Calgary",3,,18136
11/25/01,"Sun.","Detroit",4,"Chicago",4,"OT",20058
11/25/01,"Sun.","Carolina",0,"Tampa Bay",4,,13561
11/25/01,"Sun.","Philadelphia",1,"Vancouver",4,,19448
11/25/01,"Sun.","NY Rangers",2,"Anaheim",3,,18200
11/27/01,"Tue.","San Jose",3,"Nashville",2,,16980
11/27/01,"Tue.","Colorado",4,"Florida",1,,18007
11/27/01,"Tue.","Minnesota",2,"Vancouver",1,,18064
11/27/01,"Tue.","St. Louis",4,"Ottawa",2,,19786
11/27/01,"Tue.","Columbus",3,"Phoenix",0,,18136
11/27/01,"Tue.","Detroit",4,"Calgary",2,,20058
11/27/01,"Tue.","Pittsburgh",6,"New Jersey",0,,13410
11/27/01,"Tue.","NY Islanders",5,"Washington",5,"OT",11843
11/27/01,"Tue.","Montreal",5,"Atlanta",1,,17727
11/27/01,"Tue.","Toronto",2,"Carolina",5,,19258
11/27/01,"Tue.","Buffalo",2,"NY Rangers",2,"OT",15656
11/27/01,"Tue.","Boston",6,"Tampa Bay",3,,12117
11/28/01,"Wed.","Anaheim",0,"Edmonton",2,,9527
11/28/01,"Wed.","Chicago",3,"Vancouver",3,"OT",11773
11/28/01,"Wed.","Washington",2,"Buffalo",5,,15474
11/29/01,"Thu.","San Jose",5,"Pittsburgh",0,,17496
11/29/01,"Thu.","Los Angeles",1,"Edmonton",3,,15643
11/29/01,"Thu.","Phoenix",1,"Nashville",0,,10393
11/29/01,"Thu.","Calgary",0,"Dallas",3,,15610
11/29/01,"Thu.","Minnesota",6,"Florida",0,,18064
11/29/01,"Thu.","Columbus",1,"St. Louis",3,,18136
11/29/01,"Thu.","Tampa Bay",5,"Atlanta",2,,11421
11/29/01,"Thu.","Philadelphia",2,"Boston",3,"OT",19419
11/29/01,"Thu.","NY Islanders",1,"Montreal",1,"OT",10793
11/29/01,"Thu.","NY Rangers",5,"Carolina",0,,17542
11/30/01,"Fri.","Anaheim",2,"San Jose",5,,12190
11/30/01,"Fri.","Vancouver",2,"Colorado",5,,18422
11/30/01,"Fri.","Chicago",1,"Toronto",2,,18699
11/30/01,"Fri.","Detroit",4,"New Jersey",2,,20058
11/30/01,"Fri.","Washington",6,"Carolina",2,,17372
12/01/01,"Sat.","Los Angeles",4,"Nashville",2,,15481
12/01/01,"Sat.","Phoenix",5,"Pittsburgh",2,,14109
12/01/01,"Sat.","Edmonton",4,"Dallas",6,,16839
12/01/01,"Sat.","Calgary",2,"Colorado",2,"OT",15806
12/01/01,"Sat.","St. Louis",4,"Columbus",3,,17838
12/01/01,"Sat.","Florida",2,"Atlanta",5,,15032
12/01/01,"Sat.","Philadelphia",2,"Tampa Bay",0,,19476
12/01/01,"Sat.","NY Islanders",2,"Buffalo",4,,16234
12/01/01,"Sat.","New Jersey",4,"Detroit",1,,18559
12/01/01,"Sat.","Ottawa",2,"Boston",1,"OT",16480
12/01/01,"Sat.","Montreal",1,"NY Rangers",3,,20878
12/01/01,"Sat.","Toronto",4,"Chicago",1,,19352
12/02/01,"Sun.","Anaheim",4,"Nashville",2,,10214
12/02/01,"Sun.","Vancouver",2,"Dallas",4,,16970
12/02/01,"Sun.","Minnesota",4,"St. Louis",4,"OT",18568
12/02/01,"Sun.","Carolina",3,"Washington",4,"OT",18730
12/02/01,"Sun.","NY Rangers",1,"Tampa Bay",0,,17866
12/03/01,"Mon.","Los Angeles",0,"Calgary",2,,15105
12/03/01,"Mon.","Colorado",4,"Ottawa",2,,18007
12/03/01,"Mon.","Montreal",2,"Chicago",3,,17663
12/04/01,"Tue.","San Jose",2,"Calgary",2,"OT",17386
12/04/01,"Tue.","Atlanta",2,"Boston",3,,11524
12/04/01,"Tue.","Carolina",2,"Buffalo",4,,11838
12/04/01,"Tue.","Washington",5,"NY Rangers",2,,17098
12/04/01,"Tue.","NY Islanders",2,"Philadelphia",3,,14312
12/04/01,"Tue.","New Jersey",1,"Tampa Bay",1,"OT",12002
12/04/01,"Tue.","Toronto",0,"Pittsburgh",1,,19271
12/05/01,"Wed.","Phoenix",3,"St. Louis",0,,13676
12/05/01,"Wed.","Edmonton",3,"Anaheim",2,"OT",15545
12/05/01,"Wed.","Dallas",3,"Ottawa",6,,18532
12/05/01,"Wed.","Chicago",4,"Minnesota",2,,11085
12/05/01,"Wed.","Detroit",1,"Colorado",4,,20058
12/05/01,"Wed.","Florida",2,"Columbus",0,,13419
12/05/01,"Wed.","Montreal",1,"New Jersey",2,,17986
12/06/01,"Thu.","Los Angeles",1,"St. Louis",1,"OT",15055
12/06/01,"Thu.","Vancouver",3,"Anaheim",2,,15972
12/06/01,"Thu.","Calgary",1,"San Jose",3,,13012
12/06/01,"Thu.","Nashville",4,"Ottawa",2,,12522
12/06/01,"Thu.","Tampa Bay",1,"Columbus",0,,12209
